neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Neighborhood highlights,40.73626,-73.95634,Private room,,30,11,0.1,1,0
Neighborhood highlights,40.71942398164986,-73.96005436966747,Private room,325.0,2,164,1.0,2,29
Neighborhood highlights,40.59556,-73.94998,Entire home/apt,,30,3,0.03,1,0
Neighborhood highlights,40.88095,-73.91701,Entire home/apt,204.0,30,146,1.28,1,365
Neighborhood highlights,40.77,-73.95842,Private room,120.0,30,106,0.65,1,118
Neighborhood highlights,40.68607,-73.95536,Entire home/apt,1568.0,2,259,1.57,1,245
Neighborhood highlights,40.73853,-74.00292,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.8078,-73.95232,Private room,117.0,30,144,1.19,2,360
,40.75981,-73.99138,Entire home/apt,,30,10,0.08,1,0
,40.80748,-73.95589,Private room,,30,101,0.6,1,0
Neighborhood highlights,40.76198,-73.99361,Entire home/apt,200.0,30,75,0.46,1,50
,40.67933,-73.995,Entire home/apt,293.0,30,136,0.81,1,331
Neighborhood highlights,40.719,-73.99764,Private room,,30,60,0.38,1,1
Neighborhood highlights,40.72864,-74.00453,Entire home/apt,,30,157,0.94,1,0
Neighborhood highlights,40.7616,-73.97715,Entire home/apt,,30,115,0.7,1,0
Neighborhood highlights,40.83521,-73.93836,Private room,75.0,30,14,0.16,1,83
Neighborhood highlights,40.71215,-73.81692,Private room,75.0,30,57,0.35,2,365
Neighborhood highlights,40.70717,-73.95269,Private room,52.0,60,13,0.14,2,152
,40.71044,-73.81703,Private room,,30,13,0.08,2,365
,40.82903,-73.94204,Entire home/apt,130.0,30,42,0.26,1,365
,40.78221,-73.98357,Private room,127.0,30,25,0.15,1,365
,40.70267,-73.92716,Entire home/apt,,30,52,0.34,1,0
,40.73633,-73.99925,Entire home/apt,,30,0,0.0,1,0
,40.72533,-73.9972,Entire home/apt,,30,5,0.03,1,0
Neighborhood highlights,40.67452,-73.96174,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.73431,-74.00225,Entire home/apt,225.0,90,117,0.71,1,179
,40.73778,-73.95366,Entire home/apt,428.0,1,49,0.3,29,60
,40.73778,-73.95366,Entire home/apt,428.0,1,92,0.59,29,58
,40.73778,-73.95366,Entire home/apt,428.0,1,192,1.18,29,57
,40.73778,-73.95366,Entire home/apt,428.0,1,162,1.01,29,57
,40.73778,-73.95366,Entire home/apt,428.0,1,46,0.28,29,60
Neighborhood highlights,40.70951,-73.95015,Private room,,30,1,0.01,2,0
Neighborhood highlights,40.65914535522461,-73.95812225341797,Entire home/apt,435.0,30,125,0.77,1,306
Neighborhood highlights,40.68561,-73.98919,Entire home/apt,300.0,30,33,0.2,3,352
,40.67128,-73.94307,Entire home/apt,190.0,30,189,1.18,3,250
,40.71294,-73.94461,Private room,164.0,30,178,1.09,1,179
Neighborhood highlights,40.73161,-73.98484,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.72292,-73.94577,Entire home/apt,138.0,30,46,0.29,1,336
,40.66481,-73.97776,Entire home/apt,125.0,30,355,2.24,1,217
,40.76456,-73.91749,Entire home/apt,150.0,30,42,0.26,1,364
,40.74311,-73.98303,Entire home/apt,246.0,30,220,1.35,1,325
Neighborhood highlights,40.83559,-73.94095,Private room,,30,12,0.07,1,0
Neighborhood highlights,40.79131,-73.9694,Entire home/apt,375.0,30,65,0.43,1,195
Neighborhood highlights,40.73849,-73.87232,Private room,,30,62,0.42,2,0
,40.68435,-73.94825,Private room,50.0,30,52,0.33,4,169
Neighborhood highlights,40.77433,-73.95339,Private room,,30,0,0.0,2,0
,40.66646,-73.89254,Entire home/apt,136.0,30,155,0.96,2,365
Neighborhood highlights,40.80692,-73.95481,Private room,55.0,30,60,0.36,1,326
Neighborhood highlights,40.6857,-73.97388,Private room,,30,27,0.25,1,0
,40.80752,-73.94778,Entire home/apt,283.0,30,10,0.06,11,324
,40.79288,-73.9642,Entire home/apt,,30,7,0.04,1,0
Neighborhood highlights,40.8341081,-73.93948379999999,Entire home/apt,343.0,4,148,1.11,1,334
Neighborhood highlights,40.7464,-73.94807,Private room,,30,69,0.42,1,0
,40.67634,-73.97666,Private room,,30,10,0.26,2,363
,40.67793,-73.9702,Entire home/apt,,30,49,0.3,1,0
Neighborhood highlights,40.68566,-73.96781,Entire home/apt,144.0,30,117,0.72,1,119
Neighborhood highlights,40.67322,-73.88109,Entire home/apt,122.0,30,66,0.41,1,243
Neighborhood highlights,40.66902,-73.98884,Entire home/apt,145.0,90,24,0.15,1,273
Neighborhood highlights,40.72843,-73.98014,Entire home/apt,,30,4,0.03,1,0
,40.8058,-73.94759,Entire home/apt,200.0,30,9,0.05,11,315
,40.80528,-73.94742,Entire home/apt,300.0,30,7,0.04,11,298
,40.77298,-73.95813,Private room,75.0,30,9,0.13,1,312
Neighborhood highlights,40.79675,-73.93634,Entire home/apt,150.0,30,12,0.08,1,88
Neighborhood highlights,40.8073,-73.94575,Entire home/apt,283.0,30,9,0.06,11,328
Neighborhood highlights,40.80557,-73.94801,Entire home/apt,350.0,30,11,0.07,11,315
,40.70674,-73.91959,Private room,169.0,30,129,0.79,1,89
,40.82359,-73.94601,Private room,64.0,30,32,0.2,2,274
,40.82295,-73.94433,Private room,64.0,30,29,0.18,2,295
Neighborhood highlights,40.69533,-73.96058,Private room,156.0,2,169,1.02,1,327
Neighborhood highlights,40.75672,-73.99003,Private room,,30,68,0.41,1,0
Neighborhood highlights,40.73216,-73.98678,Private room,121.0,30,189,1.14,1,306
,40.80272,-73.95316,Private room,87.0,30,103,0.65,1,169
,40.71075,-73.95773,Entire home/apt,,30,25,0.22,1,0
Neighborhood highlights,40.73231,-73.98469,Entire home/apt,,30,18,0.11,1,0
Neighborhood highlights,40.83249,-73.94466,Entire home/apt,211.0,30,82,0.5,1,236
Neighborhood highlights,40.65712,-73.96105,Entire home/apt,140.0,30,148,0.91,1,59
,40.71559,-73.94289,Private room,55.0,150,9,0.06,1,215
Neighborhood highlights,40.66943,-73.98188,Entire home/apt,454.0,30,3,0.04,2,268
Neighborhood highlights,40.699,-73.90295,Entire home/apt,72.0,30,330,2.02,1,147
Neighborhood highlights,40.74567,-73.99991,Entire home/apt,,30,11,0.07,1,0
Neighborhood highlights,40.78935,-73.97225,Entire home/apt,518.0,31,38,0.24,1,178
,40.81081,-73.9237,Private room,,30,23,0.14,1,0
Neighborhood highlights,40.73958,-73.98143,Private room,100.0,30,1,0.01,1,274
Neighborhood highlights,40.68884,-73.9644,Private room,202.0,30,30,0.84,1,177
,40.68687,-73.97074,Private room,418.0,30,72,0.7,1,274
,40.74709,-73.92056,Entire home/apt,113.0,30,4,0.03,2,364
Neighborhood highlights,40.68476,-73.94867,Private room,49.0,30,31,0.19,4,305
Neighborhood highlights,40.61211,-74.03451,Entire home/apt,,30,3,0.02,1,0
,40.68739,-73.9897,Entire home/apt,400.0,150,4,0.02,1,358
,40.68104,-73.97548,Private room,103.0,180,64,0.39,1,365
Neighborhood highlights,40.67379,-73.96623,Private room,143.0,30,229,1.51,1,365
,40.67219,-73.97672,Entire home/apt,,30,58,0.43,1,0
Neighborhood highlights,40.75347,-73.89145,Private room,,30,234,1.47,2,0
Neighborhood highlights,40.66609,-73.98472,Entire home/apt,802.0,30,17,0.14,1,363
,40.7149363238612,-73.96085072130779,Private room,160.0,2,259,1.61,1,267
Neighborhood highlights,40.64885,-73.97453,Private room,72.0,30,125,0.77,1,365
Neighborhood highlights,40.7769,-73.97671,Entire home/apt,253.0,30,137,0.84,1,269
Neighborhood highlights,40.6882557,-73.9638332,Private room,114.0,2,552,3.38,2,300
,40.71776,-73.98486,Entire home/apt,,30,16,0.1,1,0
,40.81669,-73.94267,Private room,,30,3,0.02,1,0
Neighborhood highlights,40.86909,-73.9239,Entire home/apt,120.0,60,167,1.06,1,99
Neighborhood highlights,40.74812,-73.99603,Entire home/apt,,30,21,0.13,1,0
Neighborhood highlights,40.73491,-74.0058,Entire home/apt,227.0,30,448,2.78,2,149
,40.73143,-74.00105,Entire home/apt,,30,6,0.04,1,0
Neighborhood highlights,40.85209,-73.93941,Private room,103.0,30,1,0.01,1,87
,40.70528,-73.95756,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.76448,-73.98667,Private room,80.0,30,0,0.0,1,362
,40.59274,-74.16178,Private room,,30,8,0.07,1,0
Neighborhood highlights,40.73034,-74.00056,Entire home/apt,,30,21,0.13,1,0
Neighborhood highlights,40.67707,-73.97062,Entire home/apt,304.0,30,84,0.52,1,358
Neighborhood highlights,40.72899,-73.98975,Entire home/apt,,30,231,1.42,1,0
,40.76719,-73.95303,Entire home/apt,,30,23,0.14,1,0
Neighborhood highlights,40.81431,-73.94788,Entire home/apt,,30,10,0.07,1,0
Neighborhood highlights,40.72371,-73.99663,Entire home/apt,252.0,30,87,0.54,1,142
,40.68905,-73.9541,Private room,,30,2,0.01,1,0
Neighborhood highlights,40.79903,-73.96297,Entire home/apt,120.0,30,12,0.19,2,322
Neighborhood highlights,40.71116,-73.94721,Entire home/apt,210.0,30,220,1.35,1,89
Neighborhood highlights,40.68928,-73.93908,Entire home/apt,200.0,30,295,1.84,1,364
Neighborhood highlights,40.71937,-73.98387,Entire home/apt,218.0,50,39,0.26,1,79
Neighborhood highlights,40.72103,-73.98835,Entire home/apt,,30,69,0.44,2,0
,40.77968,-73.95197,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.69204,-73.90661,Private room,,30,52,0.34,1,0
,40.68567,-73.94865,Private room,45.0,30,68,0.42,4,299
Neighborhood highlights,40.7211,-73.98271,Entire home/apt,,30,42,0.26,1,0
,40.67604,-73.96865,Entire home/apt,100.0,30,1,0.01,1,254
Neighborhood highlights,40.73054,-74.00613,Private room,,30,227,1.4,1,0
Neighborhood highlights,40.71569,-73.93716,Private room,,90,5,0.13,1,0
Neighborhood highlights,40.71051,-74.01724,Private room,,30,8,0.06,1,0
Neighborhood highlights,40.72254,-74.01074,Entire home/apt,,30,2,0.02,1,0
Neighborhood highlights,40.68308,-73.94403,Entire home/apt,,30,3,0.02,1,0
Neighborhood highlights,40.8239,-73.94242,Private room,45.0,30,667,4.13,2,240
Neighborhood highlights,40.6748,-74.00032,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.79046,-73.94576,Entire home/apt,120.0,30,255,1.6,1,120
Neighborhood highlights,40.68607,-73.98074,Entire home/apt,314.0,30,251,1.55,1,235
Neighborhood highlights,40.69775,-73.92615,Entire home/apt,150.0,30,0,0.0,1,215
Neighborhood highlights,40.70499,-73.90128,Entire home/apt,,30,3,0.02,1,0
Neighborhood highlights,40.74506,-73.91251,Private room,,30,262,1.62,2,364
,40.69445,-73.96546,Entire home/apt,,30,2,0.01,1,0
,40.66587,-73.98518,Private room,,30,5,0.03,1,0
,40.67493,-73.96398,Entire home/apt,,30,7,0.04,1,0
Neighborhood highlights,40.82875,-73.93969,Private room,59.0,30,31,0.8,2,365
Neighborhood highlights,40.81695,-73.94723,Entire home/apt,125.0,2,334,2.24,2,132
,40.71108,-73.93717,Entire home/apt,,30,15,0.09,1,0
,40.65724,-73.99919,Entire home/apt,,30,9,0.06,1,0
Neighborhood highlights,40.67924,-73.96445,Entire home/apt,,30,13,0.08,1,0
Neighborhood highlights,40.66718,-73.95848,Private room,,30,0,0.0,1,0
,40.71542,-73.93821,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.80272,-73.95618,Entire home/apt,,30,6,0.04,1,0
Neighborhood highlights,40.6605,-73.98332,Entire home/apt,433.0,30,32,0.2,1,217
Neighborhood highlights,40.66272,-73.98913,Private room,80.0,30,20,0.13,3,150
,40.73112,-74.00292,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.78105,-73.97858,Private room,75.0,30,99,0.61,1,241
Neighborhood highlights,40.66167,-73.96152,Entire home/apt,84.0,60,27,0.17,1,73
,40.71424,-73.94267,Private room,,30,13,0.09,1,0
,40.77416,-73.98591,Entire home/apt,1000.0,30,44,0.28,10,364
,40.72299,-73.98838,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.67512,-73.95972,Entire home/apt,,30,4,0.03,1,0
Neighborhood highlights,40.50863,-74.24135,Entire home/apt,150.0,30,106,0.72,1,334
,40.68228,-73.94645,Private room,,30,0,0.0,3,0
Neighborhood highlights,40.68053,-73.9479,Private room,,30,0,0.0,3,0
,40.68273,-73.94617,Private room,,30,0,0.0,3,0
Neighborhood highlights,40.7947,-73.93209,Private room,,30,128,0.81,2,0
,40.68308,-73.92416,Entire home/apt,135.0,90,3,0.02,1,365
,40.76042,-73.9975,Entire home/apt,,60,11,0.07,1,60
Neighborhood highlights,40.73249053955078,-73.99999237060547,Entire home/apt,308.0,30,115,0.73,6,321
,40.70209,-73.91476,Private room,43.0,30,35,0.24,1,133
Neighborhood highlights,40.82335,-73.95322,Entire home/apt,134.0,30,270,1.67,1,291
Neighborhood highlights,40.72057081537138,-73.96010448151357,Entire home/apt,308.0,30,44,0.29,2,269
Neighborhood highlights,40.70873,-73.91732,Entire home/apt,108.0,30,154,0.96,1,218
,40.64445,-74.00279,Entire home/apt,,30,0,0.0,1,0
,40.68955,-73.96681,Private room,190.0,30,2,0.01,1,365
Neighborhood highlights,40.70977,-73.95917,Entire home/apt,301.0,30,20,0.15,1,93
Neighborhood highlights,40.66051,-73.95078,Private room,77.0,30,19,0.12,3,240
Neighborhood highlights,40.67677,-73.96283,Entire home/apt,153.0,30,209,1.32,2,305
Neighborhood highlights,40.78279,-73.97317,Entire home/apt,,30,8,0.06,5,0
,40.63139,-74.08169,Private room,70.0,30,24,0.17,2,364
Neighborhood highlights,40.76277923583984,-73.9910888671875,Private room,173.0,2,467,2.94,1,102
Neighborhood highlights,40.75608,-73.91768,Private room,74.0,30,129,0.81,2,300
,40.7454,-73.9831,Private room,,30,41,0.26,1,0
Neighborhood highlights,40.71406,-73.96749,Private room,150.0,30,8,0.05,1,89
,40.7299,-73.98473,Entire home/apt,,30,11,0.07,1,0
,40.75141,-73.99557,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.71799,-73.99213,Entire home/apt,,30,0,0.0,1,0
,40.72515,-73.95153,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.72594,-73.98219,Entire home/apt,,30,5,0.04,1,0
Neighborhood highlights,40.66014,-73.98311,Private room,54.0,30,7,0.07,1,182
Neighborhood highlights,40.74734,-73.9931,Entire home/apt,,30,15,0.12,1,0
Neighborhood highlights,40.67808,-73.9573,Private room,88.0,30,17,0.11,1,58
Neighborhood highlights,40.67382,-73.94012,Entire home/apt,126.0,30,257,1.61,3,348
Neighborhood highlights,40.72493743896485,-73.9961929321289,Entire home/apt,595.0,30,105,0.69,1,293
Neighborhood highlights,40.68178,-73.96471,Private room,330.0,2,136,1.01,1,170
Neighborhood highlights,40.67574,-73.95434,Entire home/apt,,30,1,0.01,1,0
Neighborhood highlights,40.68731,-74.0004,Entire home/apt,,30,13,0.08,1,0
,40.7334228896557,-73.9855102558238,Entire home/apt,273.0,30,244,1.57,1,59
,40.69958,-73.90251,Private room,61.0,30,31,0.21,1,212
,40.78938,-73.96796,Private room,,30,98,0.62,1,0
,40.77493,-73.98732,Entire home/apt,2500.0,30,59,0.37,10,364
,40.75844,-73.98819,Entire home/apt,,31,16,0.11,1,0
,40.72771,-73.98172,Private room,,30,6,0.04,1,0
Neighborhood highlights,40.81711,-73.94736,Entire home/apt,243.0,3,290,2.06,2,180
Neighborhood highlights,40.82193,-73.94175,Private room,90.0,30,21,0.13,2,120
Neighborhood highlights,40.822964,-73.942474,Private room,90.0,30,64,0.4,2,219
Neighborhood highlights,40.72378,-73.947,Entire home/apt,,30,24,0.15,1,0
Neighborhood highlights,40.72369,-73.97849,Private room,230.0,30,138,0.87,1,342
Neighborhood highlights,40.71084,-73.96205,Entire home/apt,267.0,31,165,1.2,1,183
Neighborhood highlights,40.71879,-73.99176,Entire home/apt,185.0,31,136,0.86,1,117
,40.74075,-74.00102,Entire home/apt,,30,17,0.11,1,0
Neighborhood highlights,40.68956,-73.9189,Private room,,30,72,0.47,3,0
Neighborhood highlights,40.67646,-73.97875,Private room,81.0,30,20,0.13,1,334
Neighborhood highlights,40.73523,-74.00341,Private room,171.0,30,6,0.08,1,365
Neighborhood highlights,40.71809,-73.99453,Private room,,30,32,0.2,1,0
Neighborhood highlights,40.71028,-73.91649,Private room,100.0,30,1,0.01,2,178
,40.7359,-74.00128,Entire home/apt,,30,27,0.17,1,0
,40.68257,-73.93713,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.72583,-73.97819,Private room,,30,138,0.87,1,0
Neighborhood highlights,40.70073,-73.92245,Entire home/apt,,370,6,0.04,1,0
Neighborhood highlights,40.68497,-73.97644,Entire home/apt,,30,27,0.17,1,0
,40.76119,-73.99225,Private room,175.0,30,24,0.15,2,355
,40.67432,-73.94744,Private room,82.0,30,130,0.82,3,60
Neighborhood highlights,40.68634,-73.95055,Private room,92.0,30,58,0.42,19,341
Neighborhood highlights,40.82274,-73.95408,Entire home/apt,230.0,30,8,0.05,2,93
Neighborhood highlights,40.68085931662058,-73.95412312235507,Entire home/apt,,30,1,0.04,1,0
Neighborhood highlights,40.65043,-74.00387,Private room,53.0,30,46,0.29,4,1
,40.74793,-73.97887,Entire home/apt,161.0,30,37,0.26,8,296
,40.74793,-73.97887,Entire home/apt,159.0,30,27,0.17,8,77
Neighborhood highlights,40.75804,-73.89447,Private room,,30,309,2.04,2,0
Neighborhood highlights,40.67595,-73.95121,Entire home/apt,225.0,30,87,0.77,6,365
Neighborhood highlights,40.68169,-73.9769,Entire home/apt,500.0,365,283,1.8,1,365
Neighborhood highlights,40.71404,-73.96077,Entire home/apt,600.0,30,82,0.54,2,334
Neighborhood highlights,40.7967,-73.97201,Entire home/apt,,30,4,0.02,1,0
Neighborhood highlights,40.73209,-73.95861,Private room,,30,26,0.19,2,0
Neighborhood highlights,40.69174,-73.92276,Entire home/apt,,30,26,0.16,1,0
,40.71583,-73.96277,Entire home/apt,283.0,30,34,0.23,1,346
,40.77266,-73.92268,Private room,65.0,365,22,0.14,1,365
,40.72326,-73.97969,Entire home/apt,,60,3,0.02,1,0
,40.71099,-73.95217,Private room,,30,1,0.01,1,0
Neighborhood highlights,40.60402,-73.97038,Entire home/apt,670.0,30,111,0.73,2,365
Neighborhood highlights,40.80682,-73.94814,Entire home/apt,97.0,30,59,0.39,1,335
Neighborhood highlights,40.72428,-73.99579,Private room,168.0,31,156,1.03,2,365
Neighborhood highlights,40.7244,-73.9802,Entire home/apt,,30,103,0.66,1,0
,40.76221,-73.97787,Private room,,30,30,0.19,1,0
Neighborhood highlights,40.69149,-73.93662,Private room,190.0,4,396,2.5,1,338
Neighborhood highlights,40.68928,-73.99544,Private room,,30,12,0.11,1,0
Neighborhood highlights,40.709278,-73.954689,Entire home/apt,246.0,3,611,3.86,2,250
,40.72305,-73.98641,Entire home/apt,,30,11,0.07,1,0
,40.6582,-73.95088,Private room,78.0,30,19,0.12,3,274
,40.74836,-73.89686,Entire home/apt,95.0,30,98,0.87,3,292
Neighborhood highlights,40.60066,-74.08902,Private room,78.0,30,65,0.41,3,362
Neighborhood highlights,40.71493,-74.00698,Private room,,30,60,0.37,1,0
,40.77287,-73.94667,Entire home/apt,,30,10,0.06,1,0
Neighborhood highlights,40.73216,-74.00521,Entire home/apt,,30,5,0.03,1,0
,40.73532,-73.99506,Entire home/apt,,30,0,0.0,1,0
,40.74109,-73.92398,Private room,60.0,30,30,0.2,1,331
,40.67636,-73.98098,Entire home/apt,,30,9,0.06,1,0
Neighborhood highlights,40.68278,-73.93863,Private room,146.0,30,20,0.15,2,177
Neighborhood highlights,40.66044,-73.99279,Entire home/apt,,30,33,0.27,3,150
Neighborhood highlights,40.72544,-73.9805,Private room,590.0,30,140,0.89,1,179
,40.80749,-73.94853,Entire home/apt,270.0,30,11,0.08,1,362
Neighborhood highlights,40.7288,-73.98731,Entire home/apt,196.0,30,91,0.6,1,305
Neighborhood highlights,40.60194,-74.09024,Private room,58.0,30,29,0.18,3,358
Neighborhood highlights,40.60035,-74.09103,Private room,,30,34,0.22,3,0
,40.68176,-73.99473,Private room,240.0,30,113,0.72,1,365
Neighborhood highlights,40.68375,-73.96142,Entire home/apt,200.0,30,580,3.72,1,84
,40.7484,-73.89892,Entire home/apt,95.0,30,77,0.7,3,290
Neighborhood highlights,40.78186,-73.97849,Entire home/apt,,30,11,0.09,1,0
Neighborhood highlights,40.67942,-73.97252,Private room,83.0,30,101,0.64,3,297
,40.68441,-73.98405,Entire home/apt,,30,2,0.02,1,0
,40.72162,-73.95114,Entire home/apt,,30,46,0.29,1,5
Neighborhood highlights,40.68098,-73.96604,Entire home/apt,,30,6,0.04,1,0
Neighborhood highlights,40.76114,-73.99369,Entire home/apt,153.0,30,83,0.52,1,148
,40.72516,-73.95004,Private room,58.0,30,48,0.31,2,274
Neighborhood highlights,40.78615,-73.97454,Entire home/apt,303.0,30,21,0.15,11,353
Neighborhood highlights,40.78552,-73.97435,Entire home/apt,230.0,30,23,0.15,11,344
Neighborhood highlights,40.76797,-73.91625,Private room,100.0,30,77,0.49,2,178
,40.74874,-73.89746,Entire home/apt,95.0,30,75,0.48,3,336
,40.73524,-73.99817,Entire home/apt,250.0,60,0,0.0,1,365
Neighborhood highlights,40.71116,-73.94989,Private room,,30,50,0.43,2,87
Neighborhood highlights,40.68343,-73.9603,Entire home/apt,,30,3,0.02,1,0
Neighborhood highlights,40.72585,-73.98542,Entire home/apt,88.0,30,98,0.62,1,3
,40.73756,-73.9535,Entire home/apt,428.0,1,135,0.89,29,68
,40.73756,-73.9535,Entire home/apt,449.0,1,191,1.27,29,60
Neighborhood highlights,40.7384,-74.0034,Entire home/apt,,30,42,0.29,1,0
,40.74051,-74.00029,Entire home/apt,,30,6,0.04,1,0
,40.78375,-73.97741,Entire home/apt,,181,82,0.54,1,0
Neighborhood highlights,40.69511,-73.98408,Entire home/apt,,30,39,0.26,1,0
Neighborhood highlights,40.71803,-73.96211,Private room,,30,6,0.04,1,0
,40.71751,-74.00392,Entire home/apt,,30,10,0.07,1,0
,40.7335,-73.98704,Entire home/apt,,30,1,0.01,3,0
Neighborhood highlights,40.73298,-74.00238,Entire home/apt,,30,235,1.51,1,0
